QKEY,INTERVIEW_START_W142,INTERVIEW_END_W142,DEVICE_TYPE_W142,LANG_W142,FORM_W142,XMARITAL_W142,USBEST_COLLEGE_DK_W142,USBEST_ENTERTAINMENT_DK_W142,USBEST_SLIVING_DK_W142,USBEST_MILITARY_DK_W142,USBEST_MEDACHIEVE_DK_W142,USBEST_POLSYSTEM_DK_W142,USBEST_SCIACHIEVE_DK_W142,USBEST_STEMEDUK12_DK_W142,SNSRATE_W142,TECHPOW_W142,TC5_W142,TC6b_W142,SM7_W142,EMPLSIT_W142,FACTWELL_a_W142,FACTWELL_b_W142,FACTWELL_c_W142,FACTWELL_d_W142,FACTWELL_e_W142,FACTWELL_f_W142,FACTWELL_g_W142,FACTWELL_h_W142,FACTWELL_i_W142,FACTWELL_j_W142,FACTWELL_k_W142,TALKMH_a_W142,TALKMH_b_W142,TALKMH_c_W142,TALKMH_d_W142,TALKMH_e_W142,TALKMH_f_W142,TALKMH_g_W142,FACTWGT_a_W142,FACTWGT_b_W142,FACTWGT_c_W142,FACTWGT_d_W142,FACTWGT_e_W142,WILLPWR_W142,OZHEARD_W142,OZUSE_a_W142,OZUSE_b_W142,REDUCOBES_W142,COVIDTHREAT_a_W142,COVIDTHREAT_b_W142,COVIDTHREAT_c_W142,COVIDTHREAT_d_W142,COVID_INFECT_a_W142,COVID_INFECT_b_W142,HRDLONGCOV_W142,LONGCOVID_W142,NEWCOVVAX_W142,USEAI_W142,GENAICRED_W142,AICOPYRGHT_a_W142,AICOPYRGHT_b_W142,AICOPYRGHT_c_W142,AICOPYRGHT_d_W142,AICOPYRGHT_e_W142,AICOPYRGHT_f_W142,AICOPYRGHT_g_W142,CRYPT1_W142,CRYPT2_W142,CRYPTNOW_W142,CRYPTSEC_W142,CRYPT4_W142,GPT1_W142,GPTUSE_W142,GPT2_a_W142,GPT2_b_W142,GPT2_c_W142,GPTPOL1_W142,GPTPOL2_W142,SCI_FLU1_W142,SCI_FLU2_W142,SELFWGT_W142,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W142
114671,2024-02-07T17:42:46Z,2024-02-07T17:52:33Z,2,1,1,1,5,,6,1,4,1,2,,2,1,1,1,1,5,2,2,2,3,2,2,,,,,,2,2,2,2,,2,,2,3,2,2,2,1,2,1,2,4,3,3,1,3,,,2,4,2,2,2,1,1,1,,,,1,2,2,,3,,2,2,,,,,5,,,2,2,4,8,3,4,1,1,6,2,,1,1,1,1,1,1,2,1,5,3,1,1,1,3,9,2,2,2,3,0.9208480208907001
114898,2024-02-07T17:14:52Z,2024-02-07T17:20:37Z,2,1,1,1,3,,3,2,2,2,3,,2,1,3,1,1,2,1,1,2,4,2,1,,,,,,3,3,3,3,,5,,2,1,3,1,4,2,2,1,3,4,3,3,2,3,,,1,2,2,5,2,1,1,1,,,,1,2,2,,5,,3,,,,,,,,,2,2,2,4,3,4,2,1,6,2,,1,1,1,1,1,1,2,1,2,1,,1,1,1,9,2,2,2,3,0.4749629502432464
116151,2024-02-07T19:54:48Z,2024-02-07T20:16:07Z,2,1,2,1,,1,1,1,1,1,,2,3,99,3,1,1,5,1,,,,,,1,2,3,1,1,1,1,1,2,,,1,2,2,2,2,3,2,2,3,2,3,,,,,4,3,,,2,5,2,,,,2,1,1,1,2,2,,5,,3,,,,,,,2,2,2,1,4,8,2,4,2,99,99,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,4,1,1,0.34397141988982377
116182,2024-02-07T17:44:53Z,2024-02-09T18:00:32Z,2,1,2,1,,2,2,1,3,3,,3,2,1,1,3,1,5,2,,,,,,2,3,3,2,1,4,2,3,4,,,5,3,2,1,1,3,1,2,3,3,4,,,,,2,3,,,1,5,1,,,,3,3,3,3,2,2,,5,,3,,,,,,,1,1,2,1,4,8,1,4,1,2,3,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,9,2,2,2,3,0.5163126236743422
116264,2024-02-07T17:14:20Z,2024-02-07T17:22:19Z,2,1,1,1,1,,3,1,3,4,2,,2,1,1,1,1,2,1,1,1,1,1,1,,,,,,1,1,2,2,,2,,1,1,1,1,1,2,1,1,2,3,1,1,1,1,,,1,1,2,5,1,1,1,1,,,,2,2,2,,4,,2,2,,,,,4,,,1,1,1,2,3,4,2,1,6,2,,1,1,1,1,1,2,2,2,4,1,,1,2,1,5,3,1,1,2,0.4176555664822813
116422,2024-02-07T17:15:38Z,2024-02-07T17:21:14Z,2,1,1,5,3,,3,3,4,4,3,,2,3,3,3,3,5,2,3,3,4,2,4,,,,,,1,,3,2,,4,,3,1,1,2,3,2,3,,,,2,2,3,3,,,2,3,2,5,2,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,3,1,2,4,3,4,2,3,2,2,,1,1,1,1,5,12,,3,5,3,99,9,9,1,7,3,2,2,2,1.3135293094726306
116591,2024-02-08T13:00:29Z,2024-02-08T13:10:39Z,1,1,2,1,,3,4,2,2,3,,3,2,1,1,2,2,5,3,,,,,,2,2,4,1,2,3,1,2,1,,,5,2,1,3,1,2,2,1,1,3,4,,,,,2,2,,,1,5,3,,,,3,3,3,3,3,,,,,3,,,,,,,1,1,4,1,3,5,2,4,2,2,3,2,,1,1,1,1,1,12,,3,6,3,1,1,2,1,2,3,2,2,1,0.7234223731719364
116832,2024-02-07T17:23:20Z,2024-02-07T17:30:15Z,2,1,1,6,4,,3,4,3,3,2,,2,1,3,1,1,1,2,3,2,3,1,4,,,,,,3,,4,3,,4,,2,2,2,2,3,1,3,,,,3,3,1,1,,,2,4,2,5,2,1,1,1,,,,1,2,2,,5,,2,2,,,,,5,,,2,1,2,3,2,4,1,1,5,2,,1,1,1,1,6,1,2,1,6,4,1,1,1,1,5,1,2,2,2,0.3817074786972283
116861,2024-02-07T18:00:20Z,2024-02-07T18:09:47Z,1,1,2,1,,3,2,1,1,2,,4,3,1,2,1,1,5,2,,,,,,2,3,3,1,3,1,1,1,3,,,1,3,1,1,3,1,2,2,1,2,4,,,,,4,4,,,2,1,2,,,,1,1,1,1,2,2,,5,,1,,1,2,,2,5,1,1,2,1,2,3,3,4,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,2,1,1,0.49119363524827747
116998,2024-02-09T11:22:49Z,2024-02-09T11:32:26Z,2,1,1,3,6,,3,6,4,3,6,,2,1,1,2,1,1,2,2,1,2,2,2,,,,,,3,,3,2,,5,,3,1,2,1,2,2,2,3,3,3,2,2,2,2,,,1,2,2,4,3,3,3,1,,,,3,2,2,,5,,3,,,,,,,,,3,1,2,3,2,3,2,1,6,2,,1,2,2,1,3,1,99,1,4,2,,2,4,1,99,4,2,2,99,0.411737677820502
117214,2024-02-07T17:43:47Z,2024-02-07T17:49:13Z,3,1,2,1,,2,3,4,5,5,,3,3,3,1,2,1,2,3,,,,,,2,3,4,2,2,2,1,2,1,4,,5,2,2,3,2,3,2,1,1,2,2,,,,,1,1,,,1,4,1,,,,2,2,2,2,1,1,1,3,3,1,,1,2,2,2,5,2,1,2,1,1,1,3,2,1,1,6,2,,1,1,1,1,1,10,,3,6,4,2,2,4,1,3,5,1,2,1,0.38555773729175935
117395,2024-02-07T19:27:12Z,2024-02-07T19:33:39Z,3,1,2,5,,2,4,2,4,3,,4,2,1,1,3,3,5,3,,,,,,3,3,3,3,2,3,,5,5,,,5,3,2,3,2,3,1,1,1,2,4,,,,,4,3,,,1,3,2,,,,1,3,3,1,2,2,,4,,3,,,,,,,1,1,1,1,4,9,1,4,2,1,5,2,,1,1,1,1,5,12,,3,6,2,,2,4,1,9,4,1,1,3,0.22787651377579637
118060,2024-02-08T16:19:47Z,2024-02-08T16:29:12Z,1,1,2,1,,2,4,4,4,2,,4,3,1,3,1,1,5,3,,,,,,1,1,4,2,2,99,2,2,2,,,5,4,1,3,2,1,2,1,2,2,4,,,,,1,2,,,1,2,2,,,,2,1,1,1,1,2,,5,,3,,,,,,,1,1,2,1,3,5,3,3,2,1,5,2,,1,1,1,1,1,2,2,2,5,1,,1,1,1,3,2,3,2,2,0.677178655582119
118110,2024-02-09T13:54:47Z,2024-02-09T14:03:28Z,1,1,2,1,,6,3,1,1,1,,2,3,1,1,3,2,3,1,,,,,,1,1,3,1,1,1,1,1,2,,,3,1,1,1,1,1,2,2,3,3,6,,,,,4,2,,,2,5,3,,,,3,3,3,3,2,2,,5,,3,,,,,,,2,3,3,1,2,3,1,3,2,3,2,2,,1,1,1,1,1,2,2,2,5,4,1,1,2,1,6,3,3,2,2,1.1136615916217114
118218,2024-02-08T03:48:08Z,2024-02-08T04:03:37Z,3,1,2,1,,1,1,1,1,3,,2,2,1,1,3,3,5,1,,,,,,2,2,2,2,2,2,1,2,3,,,3,1,1,1,1,5,1,2,1,2,3,,,,,2,3,,,1,2,2,,,,1,1,1,1,2,2,,5,,3,,,,,,,1,1,2,2,3,7,3,4,2,2,4,2,,1,1,1,1,1,1,1,1,4,3,2,2,3,1,4,1,2,1,2,0.40842716385336597
118414,2024-02-07T17:44:52Z,2024-02-07T17:49:41Z,2,1,2,1,,2,1,1,2,5,,4,2,1,1,1,1,5,2,,,,,,2,2,2,2,2,3,2,3,4,,,3,3,3,2,2,4,1,3,,,,,,,,2,2,,,1,5,2,,,,1,1,1,1,3,,,,,3,,,,,,,1,1,2,2,2,3,2,4,2,3,2,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,8,1,1,2,2,0.7073684721946657
119121,2024-02-08T03:50:20Z,2024-02-08T09:40:40Z,2,1,1,3,2,,2,1,4,1,1,,2,1,1,2,4,5,2,4,3,2,2,3,,,,,,3,,3,2,,4,,1,99,2,2,1,2,1,1,1,3,2,2,2,3,,,1,2,1,2,2,1,1,1,,,,1,2,2,,5,,2,2,,,,,5,,,1,1,3,6,1,4,2,2,3,2,,1,1,1,1,3,12,,3,5,2,,2,4,1,8,4,2,2,2,0.6564202937915964
119128,2024-02-07T17:17:40Z,2024-02-07T17:25:06Z,2,1,2,1,,1,1,2,1,3,,2,2,1,1,1,1,5,1,,,,,,2,2,3,2,1,3,2,4,2,,,2,1,1,2,2,3,2,2,1,2,2,,,,,3,3,,,2,2,3,,,,2,1,1,2,2,2,,5,,3,,,,,,,1,1,2,1,2,3,3,4,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,99,2,2,1,99,0.49119363524827747
119392,2024-02-07T21:58:35Z,2024-02-07T22:26:07Z,1,1,2,1,,3,5,6,6,4,,3,3,1,1,3,2,1,3,,,,,,3,2,3,2,2,3,3,3,3,3,,3,3,2,3,2,2,2,2,3,3,6,,,,,3,3,,,2,5,2,,,,2,3,1,1,2,2,,4,,3,,,,,,,2,3,3,2,2,3,2,3,1,3,2,2,,1,1,1,1,1,2,1,2,2,1,,1,2,1,1,3,1,2,1,0.8115976525052897
119548,2024-02-08T16:33:49Z,2024-02-08T16:41:45Z,1,1,1,99,3,,2,2,2,3,3,,2,1,3,1,1,5,3,3,3,2,2,1,,,,,,1,,2,3,,4,,4,1,2,3,3,2,3,,,,2,2,2,3,,,3,,1,5,3,1,1,3,,,,3,2,2,,3,,3,,,,,,,,,4,1,1,1,3,4,2,3,2,2,,1,1,1,1,99,1,1,1,2,3,1,1,1,1,1,2,2,1,1,0.38438738221069585
119714,2024-02-07T19:24:38Z,2024-02-07T19:34:19Z,2,1,1,1,3,,2,1,3,2,2,,2,1,1,2,3,2,4,2,2,4,3,4,,,,,,3,3,4,2,,5,,2,1,1,1,2,2,1,1,2,3,2,3,2,3,,,1,2,1,5,2,1,1,1,,,,2,2,2,,5,,2,2,,,,,4,,,2,1,2,4,3,4,2,2,4,2,,1,1,1,1,1,1,2,1,5,3,2,2,3,1,7,3,1,2,2,0.4938721488464808
119910,2024-02-10T10:49:48Z,2024-02-10T10:56:28Z,1,1,2,1,,1,2,1,2,3,,2,2,1,1,3,1,1,2,,,,,,1,1,5,2,1,3,2,2,5,4,,4,2,1,2,2,3,2,2,1,2,4,,,,,4,4,,,1,5,2,,,,1,1,1,2,2,2,,5,,1,,2,2,2,2,4,1,1,2,1,3,5,2,3,1,1,6,2,,1,1,1,1,1,2,2,2,5,3,2,2,3,1,9,3,1,2,3,0.4478700240559918
120118,2024-02-07T21:56:07Z,2024-02-07T22:05:34Z,2,1,2,1,,1,2,2,3,3,,4,2,1,1,1,2,1,3,,,,,,3,2,3,2,3,3,3,3,2,3,,3,99,2,3,2,3,1,2,3,2,4,,,,,2,4,,,2,2,3,,,,2,1,1,1,2,2,,4,,3,,,,,,,2,3,2,2,2,3,3,3,2,2,4,2,,1,1,1,1,1,2,2,2,2,1,,1,1,1,6,2,2,1,2,0.46853298415170086
120343,2024-02-07T19:08:11Z,2024-02-07T19:25:43Z,1,1,1,1,3,,2,1,3,3,2,,2,1,1,1,2,5,2,2,2,5,3,5,,,,,,3,2,3,2,,5,,3,2,3,2,4,1,1,1,2,3,3,3,3,3,,,1,1,2,5,2,1,1,1,,,,3,1,2,,4,,2,2,,,,,4,,,3,1,4,8,2,4,2,2,3,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,1,2,3,0.33612976868527283
121158,2024-02-07T17:10:02Z,2024-02-07T17:18:50Z,2,1,1,3,2,,2,2,2,1,2,,1,1,3,1,1,5,2,3,2,4,3,2,,,,,,2,,3,3,,3,,3,1,2,2,2,2,2,1,2,4,2,2,2,2,,,3,,2,4,3,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,2,1,3,7,1,4,2,1,5,2,,1,1,1,1,3,2,2,2,2,1,,1,2,1,2,3,3,1,2,0.36159541033266945
121582,2024-02-10T01:38:36Z,2024-02-10T01:57:01Z,2,1,1,5,4,,2,2,3,4,3,,2,1,99,1,1,5,2,2,2,3,2,1,,,,,,2,,3,4,,4,,2,1,3,1,2,2,2,3,2,5,2,2,2,1,,,2,2,2,5,2,1,1,1,,,,1,1,1,99,4,2,2,2,,,,,5,,,2,1,3,5,2,4,2,1,6,2,,1,4,4,1,5,1,1,1,2,1,,1,1,1,9,1,3,2,3,0.8574076039946176
121882,2024-02-07T22:57:16Z,2024-02-07T23:03:41Z,1,1,2,1,,3,1,2,2,2,,3,2,1,2,1,1,5,2,,,,,,3,2,3,2,2,2,1,2,1,,,99,2,2,2,3,5,2,2,2,2,3,,,,,3,4,,,2,5,3,,,,1,1,1,1,2,2,,5,,2,,2,2,,2,6,2,1,2,1,4,9,2,4,1,1,5,2,,1,1,1,1,1,12,,3,2,3,99,9,9,1,7,1,2,1,2,0.5246118820455725
124281,2024-02-07T17:13:54Z,2024-02-07T17:22:01Z,1,1,1,3,1,,1,1,4,1,1,,2,1,1,3,3,5,1,1,1,5,1,5,,,,,,1,,1,1,,2,,3,1,1,2,5,1,1,2,2,4,3,3,3,3,,,1,1,1,2,2,1,1,1,,,,1,1,1,1,3,1,1,1,,,,,4,,,3,1,4,9,2,4,1,1,5,2,,1,1,1,1,3,9,,3,6,3,2,2,4,1,8,4,2,1,3,0.22787651377579637
125421,2024-02-07T21:05:22Z,2024-02-07T21:15:37Z,2,1,1,1,2,,2,2,2,6,2,,2,1,1,3,2,5,2,2,2,2,3,4,,,,,,3,3,3,3,,5,,3,1,1,2,2,99,1,1,2,3,2,2,2,2,,,2,2,1,5,3,1,1,1,,,,1,2,2,,5,,3,,,,,,,,,2,2,3,7,3,4,2,2,4,2,,1,1,1,1,1,9,,3,6,3,2,2,4,1,9,4,2,2,3,0.6283020219095616
126190,2024-02-07T17:15:07Z,2024-02-07T17:23:33Z,2,1,2,1,,2,2,1,4,3,,4,2,1,1,3,3,2,4,,,,,,2,2,4,3,2,3,1,2,2,5,,5,1,1,1,2,3,2,2,3,3,6,,,,,3,4,,,1,5,2,,,,1,1,1,1,2,2,,4,,3,,,,,,,1,2,3,1,1,2,3,4,1,1,5,2,,1,1,1,1,1,9,,3,6,3,2,2,4,1,6,4,2,1,99,0.2830809643320456
126211,2024-02-08T22:40:50Z,2024-02-08T23:05:00Z,3,1,1,1,2,,2,4,2,3,1,,2,1,1,1,1,5,2,2,2,1,2,1,,,,,,2,1,1,3,,3,,3,2,2,2,3,2,1,3,3,3,2,3,1,2,,,1,2,2,2,2,1,1,1,,,,1,1,2,,4,,2,2,,,,,4,,,2,1,3,5,2,4,1,3,2,2,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,2,1,1.3607056447175692
126570,2024-02-07T17:14:33Z,2024-02-07T17:22:00Z,2,1,1,1,3,,3,4,3,5,3,,2,1,1,99,1,1,4,1,1,1,1,1,,,,,,2,2,2,2,,2,,2,2,3,4,2,2,1,1,2,3,2,2,1,2,,,1,1,1,5,2,1,1,1,,,,1,1,2,,5,,2,2,,,,,5,,,4,2,2,4,3,4,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,2,2,4,2,2,1.560252272819727
127160,2024-02-11T01:23:14Z,2024-02-11T01:29:08Z,2,1,1,1,4,,5,5,5,5,4,,3,3,3,3,1,1,3,2,1,1,2,1,,,,,,2,1,2,3,,2,,3,1,1,1,1,2,2,3,2,4,3,3,3,2,,,3,,99,5,2,1,1,1,,,,1,2,2,,5,,2,2,,,,,5,,,3,1,3,6,3,2,2,1,6,2,,4,4,4,3,1,12,,3,2,4,1,1,1,3,3,1,2,2,1,2.4218428925698423
127250,2024-02-08T11:18:54Z,2024-02-08T11:30:46Z,1,1,1,5,2,,1,1,2,2,1,,3,1,3,3,2,5,1,2,3,4,1,2,,,,,,3,,2,1,,5,,3,1,1,1,2,2,2,2,2,3,2,2,2,3,,,2,2,1,5,2,3,3,3,,,,3,3,,,,,3,,,,,,,,,1,1,4,8,2,4,2,3,2,2,,1,1,1,1,5,5,,4,6,2,,2,3,1,1,2,2,1,1,0.44546032764410615
127284,2024-02-07T18:30:51Z,2024-02-07T18:38:10Z,2,1,2,1,,1,3,2,4,5,,4,2,1,1,1,1,4,3,,,,,,1,1,4,3,1,3,5,4,1,,,3,1,1,1,1,1,2,1,1,2,2,,,,,4,4,,,1,2,2,,,,1,3,2,1,1,2,,5,,2,,2,2,,2,5,1,1,3,1,4,9,2,3,2,2,3,2,,1,1,1,1,1,2,2,2,5,3,1,1,1,1,2,2,2,2,1,1.1596873587023804
128214,2024-02-11T11:21:36Z,2024-02-11T11:28:00Z,2,1,1,2,2,,3,1,4,3,3,,2,1,1,1,1,1,3,3,2,3,3,2,,,,,,1,2,2,1,,4,,2,2,2,2,3,1,2,3,3,6,3,3,2,3,,,2,3,2,5,2,1,3,1,,,,1,2,2,,4,,3,,,,,,,,,3,1,2,3,3,2,2,2,3,2,,1,1,1,1,2,10,,3,4,3,1,1,2,1,1,3,2,1,1,0.4875154038485717
128285,2024-02-07T17:14:36Z,2024-02-07T17:25:31Z,2,1,2,1,,1,2,2,4,1,,4,3,1,1,2,2,5,2,,,,,,2,1,3,2,2,2,1,2,2,,,5,3,1,1,3,2,2,1,2,2,5,,,,,4,4,,,1,2,2,,,,1,1,1,1,1,2,,5,,2,,2,2,,2,5,1,1,1,1,1,2,1,4,1,1,6,2,,1,4,4,1,1,10,,3,6,2,,2,4,1,8,4,1,99,2,0.44447282729082543
128558,2024-02-08T09:03:45Z,2024-02-08T09:12:26Z,1,1,1,1,6,,2,1,2,3,6,,2,1,1,1,1,5,1,3,2,2,2,1,,,,,,3,2,2,3,,3,,3,2,3,3,4,2,2,2,2,6,2,2,3,2,,,2,2,2,5,3,1,1,1,,,,3,2,2,,5,,3,,,,,,,,,2,1,3,5,3,4,2,3,2,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,6,2,3,2,2,1.0917369050597399
129046,2024-02-09T19:16:55Z,2024-02-09T19:26:47Z,1,1,1,1,3,,2,1,2,1,1,,2,1,3,1,1,5,1,3,3,3,3,3,,,,,,2,1,1,1,,2,,3,1,3,2,4,2,1,1,2,4,3,3,3,3,,,2,3,2,2,2,1,1,1,,,,1,1,2,,4,,2,2,,,,,5,,,2,1,4,8,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,6,2,2,2,2,0.3949886597514049
130781,2024-02-07T23:11:02Z,2024-02-07T23:26:20Z,2,1,2,1,,1,2,2,4,4,,2,2,1,3,99,1,5,1,,,,,,1,1,2,1,1,2,4,3,2,,,3,3,1,1,1,1,1,2,3,3,2,,,,,2,2,,,1,5,1,,,,2,1,2,1,2,2,,5,,3,,,,,,,1,1,2,1,3,5,1,4,99,1,5,2,,4,99,99,4,1,3,2,4,2,2,,2,3,3,99,3,2,1,99,0.5850637123377918
132240,2024-02-07T18:03:19Z,2024-02-07T18:11:20Z,1,1,1,1,2,,2,6,2,2,1,,2,1,99,1,1,5,1,2,2,3,2,1,,,,,,2,2,2,3,,5,,3,1,1,2,3,99,3,,,,3,3,3,3,,,2,3,2,2,2,1,1,1,,,,3,2,2,,99,,2,2,,,,,5,,,3,1,1,2,2,3,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,99,2,2,1,99,0.3916663180962222
132246,2024-02-08T09:07:11Z,2024-02-08T09:15:13Z,1,1,2,1,,4,2,2,2,4,,5,2,1,2,1,1,5,2,,,,,,2,3,3,3,2,3,3,3,5,,,3,2,1,1,1,4,2,3,,,,,,,,4,4,,,99,5,2,,,,1,1,1,1,1,2,,4,,2,,2,2,,2,5,99,99,2,1,3,5,2,4,1,2,3,2,,1,99,99,1,1,1,1,1,4,4,1,1,1,1,9,2,2,2,2,0.43157275849767834
133114,2024-02-07T17:23:23Z,2024-02-07T17:40:20Z,2,1,2,1,,1,2,1,3,3,,2,2,1,1,3,2,5,1,,,,,,1,1,2,2,2,3,2,3,3,,,5,2,1,2,2,4,2,2,3,3,3,,,,,3,4,,,2,99,1,,,,1,1,1,1,2,2,,5,,2,,2,2,,2,5,1,1,2,1,3,5,2,4,1,1,6,2,,1,1,1,1,1,10,,3,6,3,2,2,4,1,9,4,2,1,3,0.22787651377579637
133435,2024-02-10T03:16:12Z,2024-02-10T03:56:30Z,1,1,1,5,2,,2,2,2,6,6,,99,99,99,1,99,5,2,3,4,99,3,1,,,,,,3,,4,3,,4,,3,3,2,2,3,99,2,99,99,4,2,2,2,2,,,2,2,2,99,3,3,3,3,,,,3,2,2,,4,,2,2,,,,,6,,,2,1,1,1,2,4,2,99,99,2,,1,1,1,1,5,2,99,2,2,3,99,9,9,1,2,1,4,1,2,0.44373183820525647
133700,2024-02-07T22:16:15Z,2024-02-07T22:27:04Z,2,1,1,1,2,,2,2,6,2,2,,3,1,2,1,1,5,2,3,2,5,2,1,,,,,,1,1,2,1,,3,,2,2,2,2,3,2,2,1,2,4,2,1,2,3,,,2,2,2,5,2,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,2,1,1,2,2,4,2,3,2,2,,1,1,1,1,1,2,2,2,2,2,,2,3,1,2,3,2,2,1,1.1976194427237925
134129,2024-02-08T09:45:16Z,2024-02-08T10:15:30Z,2,1,1,5,6,,6,6,6,6,6,,3,2,2,99,3,1,2,2,2,2,2,4,,,,,,1,,1,1,,5,,2,2,2,2,2,2,2,1,2,6,1,3,1,3,,,3,,1,5,3,3,3,3,,,,3,2,2,,4,,3,,,,,,,,,3,1,3,7,2,3,2,2,4,2,,1,1,1,1,5,12,,3,6,4,99,9,9,1,4,99,1,2,2,0.3961630676942123
135146,2024-02-07T17:23:46Z,2024-02-07T17:30:35Z,2,1,2,1,,1,2,1,2,1,,3,2,1,1,1,1,5,5,,,,,,3,2,3,2,2,3,2,3,3,,,2,2,2,2,2,5,2,2,3,3,6,,,,,3,3,,,2,5,3,,,,3,3,3,3,2,2,,5,,2,,2,2,,2,6,1,1,2,1,2,3,2,4,1,1,5,2,,1,1,1,1,1,2,2,2,2,1,,1,1,1,9,2,1,1,3,0.22787651377579637
135184,2024-02-11T15:17:01Z,2024-02-11T15:25:45Z,2,1,1,1,1,,1,1,2,2,2,,3,1,2,1,1,1,2,2,2,3,2,1,,,,,,3,2,2,3,,4,,2,2,2,2,2,2,3,,,,2,3,1,1,,,3,,2,4,3,1,1,1,,,,1,2,2,,4,,2,2,,,,,6,,,3,1,3,5,2,3,1,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,1,2,1,3,0.3537942681162909
136015,2024-02-08T08:57:00Z,2024-02-08T09:12:59Z,1,1,2,1,,1,1,3,2,4,,4,2,1,1,1,1,2,2,,,,,,2,2,4,4,2,2,2,4,2,5,,5,2,1,2,2,2,2,2,3,2,6,,,,,4,4,,,1,5,3,,,,3,1,1,1,2,2,,5,,3,,,,,,,1,1,2,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,2,2,2,0.42385184162081163
136316,2024-02-08T15:16:36Z,2024-02-10T11:47:30Z,1,1,2,5,,1,1,2,2,2,,3,2,1,1,1,2,5,2,,,,,,2,3,3,3,2,2,,3,2,,,3,99,1,3,3,4,2,2,1,2,3,,,,,3,3,,,2,5,3,,,,1,1,3,1,2,2,,3,,2,,2,2,,2,5,1,1,3,1,3,5,2,4,2,2,4,2,,1,1,1,1,5,1,2,1,5,1,,1,1,1,9,2,3,2,3,0.34748813736935796
136411,2024-02-09T13:05:14Z,2024-02-09T13:17:07Z,1,1,1,5,5,,5,5,3,5,4,,1,3,2,1,1,1,2,2,2,2,2,2,,,,,,2,,2,2,,2,,3,1,2,4,4,1,1,2,2,5,3,3,3,3,,,1,5,2,4,1,1,1,1,,,,1,1,1,1,5,3,1,2,,,,,5,,,3,1,3,5,2,3,1,1,5,2,,1,99,99,1,5,1,2,1,6,3,1,1,2,3,1,3,2,2,2,1.1372730581738935
136999,2024-02-07T18:51:16Z,2024-02-07T18:56:10Z,2,1,2,1,,2,2,2,2,3,,2,3,1,3,1,1,2,2,,,,,,2,2,2,2,2,2,2,2,2,2,,2,3,5,3,3,3,2,1,1,3,4,,,,,4,4,,,2,1,1,,,,2,2,2,2,2,2,,5,,1,,1,1,1,2,3,2,3,2,1,1,2,1,4,2,2,3,2,,1,1,1,1,1,5,,4,4,1,,1,1,1,9,2,1,2,3,0.3474327231655905
137886,2024-02-07T19:06:00Z,2024-02-07T19:11:08Z,2,1,1,1,4,,4,2,4,3,4,,2,1,3,3,1,1,1,1,2,2,1,3,,,,,,2,2,2,2,,4,,1,1,1,1,1,2,2,1,2,2,2,2,2,3,,,2,2,2,5,2,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,3,1,1,2,2,3,2,1,6,2,,1,1,1,1,1,1,2,1,3,3,2,2,3,1,99,3,2,1,99,0.3247775848774961
138284,2024-02-07T21:27:08Z,2024-02-07T21:33:57Z,1,1,1,3,2,,2,3,4,4,2,,2,1,3,1,1,5,3,2,1,99,2,2,,,,,,2,,2,2,,5,,2,1,2,2,3,2,2,1,3,6,2,1,1,2,,,2,2,1,5,3,3,3,3,,,,3,2,2,,4,,3,,,,,,,,,2,2,2,4,3,4,2,1,5,2,,1,1,1,1,3,1,2,1,2,3,1,1,2,1,3,3,2,1,2,0.2772713287730198
